idSequence,vlMin,vlMax,vlMean,vlStd,vlNonZero,dtInit,dtEnd
569,0.0,63.25,1.5691444710023503,3.779664763596996,83483,2023-02-14 04:00:00,2023-02-14 13:30:00
570,0.0,63.25,1.577015920227614,3.7690495454227633,83447,2023-02-14 04:30:00,2023-02-14 14:00:00
571,0.0,63.25,1.6042854135814784,3.7406063191979197,84846,2023-02-14 05:00:00,2023-02-14 14:30:00
572,0.0,63.25,1.612873416466328,3.7018231064036633,86482,2023-02-14 05:30:00,2023-02-14 15:00:00
573,0.0,63.25,1.6390177311481098,3.6878624020512305,87704,2023-02-14 06:00:00,2023-02-14 15:30:00
574,0.0,63.25,1.6690759443095975,3.682390584699044,89920,2023-02-14 06:30:00,2023-02-14 16:00:00
575,0.0,63.25,1.6923802126636305,3.6596893933912846,92275,2023-02-14 07:00:00,2023-02-14 16:30:00
576,0.0,80.06999969482422,1.804357282082549,3.7807963068226407,94461,2023-02-14 07:30:00,2023-02-14 17:00:00
577,0.0,80.06999969482422,1.9281515673166203,3.9446484198339435,96682,2023-02-14 08:00:00,2023-02-14 17:30:00
578,0.0,80.06999969482422,1.989544224614064,3.9574457829578873,101505,2023-02-14 08:30:00,2023-02-14 18:00:00
579,0.0,80.06999969482422,2.0604663328723873,3.938038946607016,106756,2023-02-14 09:00:00,2023-02-14 18:30:00
580,0.0,80.06999969482422,2.10549787218599,3.9029176473070377,112952,2023-02-14 09:30:00,2023-02-14 19:00:00
581,0.0,80.06999969482422,2.161308156295056,3.919818842477442,119839,2023-02-14 10:00:00,2023-02-14 19:30:00
582,0.0,80.06999969482422,2.2160122834779807,3.9550859201585102,126473,2023-02-14 10:30:00,2023-02-14 20:00:00
583,0.0,80.06999969482422,2.255725773196546,3.9603834123948745,133327,2023-02-14 11:00:00,2023-02-14 20:30:00
584,0.0,80.06999969482422,2.2795518953505876,3.9439781608114313,140338,2023-02-14 11:30:00,2023-02-14 21:00:00
585,0.0,80.06999969482422,2.3059976345201862,3.9489039504235315,147100,2023-02-14 12:00:00,2023-02-14 21:30:00
586,0.0,80.06999969482422,2.3253502767310277,3.9557092383229446,151262,2023-02-14 12:30:00,2023-02-14 22:00:00
587,0.0,80.06999969482422,2.320202613493867,3.9448268020590147,157405,2023-02-14 13:00:00,2023-02-14 22:30:00
588,0.0,80.06999969482422,2.274425242236047,3.9259054938732096,167041,2023-02-14 13:30:00,2023-02-14 23:00:00
589,0.0,60.119998931884766,2.973038205716721,5.778869616202646,180757,2023-02-15 00:00:00,2023-02-15 09:30:00
590,0.0,60.119998931884766,2.911446214024742,5.649290915765448,182723,2023-02-15 00:30:00,2023-02-15 10:00:00
591,0.0,60.119998931884766,2.841781190606168,5.542354766087567,184624,2023-02-15 01:00:00,2023-02-15 10:30:00
592,0.0,60.119998931884766,2.859326101325155,5.531501898723625,180432,2023-02-15 01:30:00,2023-02-15 11:00:00
593,0.0,60.119998931884766,2.8605761954820967,5.498736025156509,179233,2023-02-15 02:00:00,2023-02-15 11:30:00
594,0.0,60.119998931884766,2.829762833118186,5.4426496619443485,179160,2023-02-15 02:30:00,2023-02-15 12:00:00
595,0.0,60.119998931884766,2.863489358280227,5.454761158066536,174334,2023-02-15 03:00:00,2023-02-15 12:30:00
596,0.0,60.119998931884766,2.9063747391121306,5.495553068782816,168119,2023-02-15 03:30:00,2023-02-15 13:00:00
597,0.0,60.119998931884766,2.891697564312609,5.481343651784327,164006,2023-02-15 04:00:00,2023-02-15 13:30:00
598,0.0,60.119998931884766,2.8529243825728483,5.4089787043825766,160660,2023-02-15 04:30:00,2023-02-15 14:00:00
599,0.0,60.119998931884766,2.7226531101723603,5.240694000296595,164622,2023-02-15 05:00:00,2023-02-15 14:30:00
600,0.0,60.119998931884766,2.5269643916029763,4.831479457848711,168179,2023-02-15 05:30:00,2023-02-15 15:00:00
601,0.0,56.86000061035156,2.371046835860149,4.432406236860623,169459,2023-02-15 06:00:00,2023-02-15 15:30:00
602,0.0,56.86000061035156,2.2294053702965484,4.080379146367144,170229,2023-02-15 06:30:00,2023-02-15 16:00:00
603,0.0,56.86000061035156,2.13023596832208,3.864234935126108,168566,2023-02-15 07:00:00,2023-02-15 16:30:00
604,0.0,64.55999755859375,2.1044357655409835,3.812550453079782,162870,2023-02-15 07:30:00,2023-02-15 17:00:00
605,0.0,64.55999755859375,2.063553483459234,3.7121439009510144,157248,2023-02-15 08:00:00,2023-02-15 17:30:00
606,0.0,64.55999755859375,2.0234315839056007,3.691478347193961,155347,2023-02-15 08:30:00,2023-02-15 18:00:00
607,0.0,64.55999755859375,1.9294269949005687,3.57183704990704,153485,2023-02-15 09:00:00,2023-02-15 18:30:00
608,0.0,64.55999755859375,1.9037675474657338,3.572875353195433,151931,2023-02-15 09:30:00,2023-02-15 19:00:00
609,0.0,64.55999755859375,1.85448634877189,3.5379427830700503,150578,2023-02-15 10:00:00,2023-02-15 19:30:00
610,0.0,64.55999755859375,1.8335714348314138,3.5718950699807825,148954,2023-02-15 10:30:00,2023-02-15 20:00:00
611,0.0,64.55999755859375,1.8221193937028255,3.603467593237245,147053,2023-02-15 11:00:00,2023-02-15 20:30:00
612,0.0,64.55999755859375,1.7682688732449388,3.6150892059039212,148475,2023-02-15 11:30:00,2023-02-15 21:00:00
613,0.0,70.77999877929688,1.7097332433499766,3.5723205942971834,148376,2023-02-15 12:00:00,2023-02-15 21:30:00
614,0.0,70.77999877929688,1.6757749845481702,3.5570674813205136,146732,2023-02-15 12:30:00,2023-02-15 22:00:00
615,0.0,70.77999877929688,1.6205999340577186,3.521411864904414,147913,2023-02-15 13:00:00,2023-02-15 22:30:00
616,0.0,70.77999877929688,1.571786906472274,3.488759589889075,148925,2023-02-15 13:30:00,2023-02-15 23:00:00
617,0.0,63.93000030517578,1.730294885019211,4.008500414351605,78204,2023-02-16 00:00:00,2023-02-16 09:30:00
618,0.0,63.93000030517578,1.720088494087745,3.9061317340966935,80905,2023-02-16 00:30:00,2023-02-16 10:00:00
619,0.0,63.93000030517578,1.7420889525294296,3.854488853075971,81908,2023-02-16 01:00:00,2023-02-16 10:30:00
620,0.0,63.93000030517578,1.8078470955974077,3.8743983909808923,84136,2023-02-16 01:30:00,2023-02-16 11:00:00
621,0.0,63.93000030517578,1.8839327664919765,3.8938493135947625,86993,2023-02-16 02:00:00,2023-02-16 11:30:00
622,0.0,63.93000030517578,1.9742418962642423,3.924871663331365,88497,2023-02-16 02:30:00,2023-02-16 12:00:00
623,0.0,63.93000030517578,2.051716388055732,3.9665847316153466,88596,2023-02-16 03:00:00,2023-02-16 12:30:00
624,0.0,63.93000030517578,2.178878183254346,4.088239707347249,89191,2023-02-16 03:30:00,2023-02-16 13:00:00
625,0.0,63.93000030517578,2.3125149386235657,4.22150073084135,89781,2023-02-16 04:00:00,2023-02-16 13:30:00
626,0.0,63.93000030517578,2.3559560064331158,4.231380043877939,92168,2023-02-16 04:30:00,2023-02-16 14:00:00
627,0.0,63.93000030517578,2.35941158920361,4.192717137704899,94992,2023-02-16 05:00:00,2023-02-16 14:30:00
628,0.0,63.93000030517578,2.2892953830660847,3.906331978029299,97320,2023-02-16 05:30:00,2023-02-16 15:00:00
629,0.0,63.93000030517578,2.221942490630322,3.6906387025843475,99976,2023-02-16 06:00:00,2023-02-16 15:30:00
630,0.0,39.62999725341797,2.155875786689002,3.496652719929178,102967,2023-02-16 06:30:00,2023-02-16 16:00:00
631,0.0,39.62999725341797,2.1005695485972784,3.4230105053003625,105989,2023-02-16 07:00:00,2023-02-16 16:30:00
632,0.0,39.62999725341797,2.042833158968865,3.3630450569811576,109350,2023-02-16 07:30:00,2023-02-16 17:00:00
633,0.0,47.28999710083008,2.0661788448375558,3.413190357261224,110451,2023-02-16 08:00:00,2023-02-16 17:30:00
634,0.0,47.28999710083008,2.0939801248274468,3.459465183008623,111937,2023-02-16 08:30:00,2023-02-16 18:00:00
635,0.0,47.28999710083008,2.072310735122862,3.4335639171370422,115596,2023-02-16 09:00:00,2023-02-16 18:30:00
636,0.0,47.28999710083008,2.0294957392160593,3.3856016208207276,120585,2023-02-16 09:30:00,2023-02-16 19:00:00
637,0.0,48.875675201416016,1.9832820574702172,3.3756463498776426,126251,2023-02-16 10:00:00,2023-02-16 19:30:00
638,0.0,48.875675201416016,1.9406818769043652,3.380218868263132,132330,2023-02-16 10:30:00,2023-02-16 20:00:00
639,0.0,48.875675201416016,1.8819293738961849,3.346021533982653,138802,2023-02-16 11:00:00,2023-02-16 20:30:00
640,0.0,48.875675201416016,1.7946494345615882,3.2946062372264624,145299,2023-02-16 11:30:00,2023-02-16 21:00:00
641,0.0,48.875675201416016,1.7056705179345477,3.2220703076672135,151680,2023-02-16 12:00:00,2023-02-16 21:30:00
642,0.0,60.81999969482422,1.6975745205421235,3.2811410562457324,155670,2023-02-16 12:30:00,2023-02-16 22:00:00
643,0.0,60.81999969482422,1.6913691920701028,3.3246144562572737,160652,2023-02-16 13:00:00,2023-02-16 22:30:00
644,0.0,60.81999969482422,1.651913100481367,3.3190190558176678,166879,2023-02-16 13:30:00,2023-02-16 23:00:00
645,0.0,76.91999816894531,2.4975677427555536,4.625125922982376,166702,2023-02-17 00:00:00,2023-02-17 09:30:00
646,0.0,76.91999816894531,2.3819799776526818,4.529655952442124,168256,2023-02-17 00:30:00,2023-02-17 10:00:00
647,0.0,76.91999816894531,2.2485418850551633,4.353006525730993,169199,2023-02-17 01:00:00,2023-02-17 10:30:00
648,0.0,76.91999816894531,2.1420470928734683,4.126735704135945,168009,2023-02-17 01:30:00,2023-02-17 11:00:00
649,0.0,76.91999816894531,2.032100281163472,3.9253573946159284,166137,2023-02-17 02:00:00,2023-02-17 11:30:00
650,0.0,76.91999816894531,1.925525045317218,3.7169308181031075,163587,2023-02-17 02:30:00,2023-02-17 12:00:00
651,0.0,76.91999816894531,1.851373310127182,3.573370388988416,157018,2023-02-17 03:00:00,2023-02-17 12:30:00
652,0.0,76.91999816894531,1.7869118848623808,3.455839871909294,149756,2023-02-17 03:30:00,2023-02-17 13:00:00
653,0.0,76.91999816894531,1.669431224503437,3.283902846429962,146595,2023-02-17 04:00:00,2023-02-17 13:30:00
654,0.0,76.91999816894531,1.5365061047216055,3.070531951598059,144103,2023-02-17 04:30:00,2023-02-17 14:00:00
655,0.0,76.91999816894531,1.370045022427849,2.8088951626809253,144384,2023-02-17 05:00:00,2023-02-17 14:30:00
656,0.0,74.23682403564453,1.2071338958226716,2.5206124351713215,144514,2023-02-17 05:30:00,2023-02-17 15:00:00
657,0.0,73.17709350585938,1.0782832641891615,2.280653358032428,142085,2023-02-17 06:00:00,2023-02-17 15:30:00
658,0.0,71.09867858886719,0.9651480761173133,2.058818512355928,139116,2023-02-17 06:30:00,2023-02-17 16:00:00
659,0.0,71.09610748291016,0.8927692793018729,1.8743026105262857,134274,2023-02-17 07:00:00,2023-02-17 16:30:00
660,0.0,70.27173614501953,0.8257244246831429,1.7227044479282625,130276,2023-02-17 07:30:00,2023-02-17 17:00:00
661,0.0,69.32049560546875,0.7799323752184115,1.6129073406385674,126468,2023-02-17 08:00:00,2023-02-17 17:30:00
662,0.0,58.23823928833008,0.7279128987539337,1.504454437081659,124045,2023-02-17 08:30:00,2023-02-17 18:00:00
663,0.0,50.143402099609375,0.6983517518329586,1.4635995051224155,121084,2023-02-17 09:00:00,2023-02-17 18:30:00
664,0.0,43.05729675292969,0.6847330170087629,1.4491752319583466,118509,2023-02-17 09:30:00,2023-02-17 19:00:00
665,0.0,43.05729675292969,0.6771779951973244,1.4240266085518802,116339,2023-02-17 10:00:00,2023-02-17 19:30:00
666,0.0,43.05729675292969,0.6876135031654675,1.47865707758115,113830,2023-02-17 10:30:00,2023-02-17 20:00:00
667,0.0,39.82999801635742,0.6958930611939542,1.4964183850766355,111675,2023-02-17 11:00:00,2023-02-17 20:30:00
668,0.0,39.82999801635742,0.6804078926653374,1.4746769108526614,109174,2023-02-17 11:30:00,2023-02-17 21:00:00
669,0.0,28.779998779296875,0.6512167986608283,1.4302551157043515,108367,2023-02-17 12:00:00,2023-02-17 21:30:00
670,0.0,28.779998779296875,0.6326065616103671,1.4211457288309681,109473,2023-02-17 12:30:00,2023-02-17 22:00:00
671,0.0,28.779998779296875,0.6352024143819377,1.4378670843752863,111268,2023-02-17 13:00:00,2023-02-17 22:30:00
672,0.0,28.779998779296875,0.6461019705033962,1.4726735758427203,112178,2023-02-17 13:30:00,2023-02-17 23:00:00
673,0.0,34.951683044433594,0.516552626402352,1.5052578131350254,126416,2023-02-20 00:00:00,2023-02-20 09:30:00
674,0.0,34.951683044433594,0.5201481065567725,1.5063809873303289,128617,2023-02-20 00:30:00,2023-02-20 10:00:00
675,0.0,34.951683044433594,0.5636793569030042,1.56344657993602,131551,2023-02-20 01:00:00,2023-02-20 10:30:00
676,0.0,34.951683044433594,0.6036569579602373,1.6108070127658418,134697,2023-02-20 01:30:00,2023-02-20 11:00:00
677,0.0,34.951683044433594,0.6281248196649601,1.6230556121597999,138357,2023-02-20 02:00:00,2023-02-20 11:30:00
678,0.0,34.951683044433594,0.6893775978385417,1.740026524272231,138039,2023-02-20 02:30:00,2023-02-20 12:00:00
679,0.0,34.951683044433594,0.7716339181752163,1.9494596086880616,137312,2023-02-20 03:00:00,2023-02-20 12:30:00
680,0.0,34.951683044433594,0.8577165657058823,2.1383843933674145,136855,2023-02-20 03:30:00,2023-02-20 13:00:00
681,0.0,34.951683044433594,0.9136252058761528,2.2421800689944957,139250,2023-02-20 04:00:00,2023-02-20 13:30:00
682,0.0,34.951683044433594,0.9628700239186719,2.3021897951833394,141814,2023-02-20 04:30:00,2023-02-20 14:00:00
683,0.0,34.951683044433594,1.0166481895561634,2.364462165418192,144443,2023-02-20 05:00:00,2023-02-20 14:30:00
684,0.0,34.951683044433594,1.0604436590459945,2.415605373022019,147996,2023-02-20 05:30:00,2023-02-20 15:00:00
685,0.0,34.951683044433594,1.1085993524967868,2.4661051771303155,151113,2023-02-20 06:00:00,2023-02-20 15:30:00
686,0.0,34.951683044433594,1.1602345369354121,2.51636801742833,152531,2023-02-20 06:30:00,2023-02-20 16:00:00
687,0.0,34.951683044433594,1.2150749442174658,2.551978553392282,154108,2023-02-20 07:00:00,2023-02-20 16:30:00
688,0.0,34.951683044433594,1.3051729223304194,2.6019253073954687,152116,2023-02-20 07:30:00,2023-02-20 17:00:00
689,0.0,34.951683044433594,1.3983054403352717,2.649468413444323,150187,2023-02-20 08:00:00,2023-02-20 17:30:00
690,0.0,34.951683044433594,1.4593248274805495,2.65886198903904,151685,2023-02-20 08:30:00,2023-02-20 18:00:00
691,0.0,34.951683044433594,1.5107862956162215,2.675608555597882,152628,2023-02-20 09:00:00,2023-02-20 18:30:00
692,0.0,32.66370391845703,1.567434898523102,2.6807614231919747,154903,2023-02-20 09:30:00,2023-02-20 19:00:00
693,0.0,32.66370391845703,1.595836470904202,2.67530114386338,155943,2023-02-20 10:00:00,2023-02-20 19:30:00
694,0.0,71.8699951171875,1.683269418859651,2.8299641879302557,155834,2023-02-20 10:30:00,2023-02-20 20:00:00
695,0.0,71.8699951171875,1.713600172318883,2.943623247392476,157510,2023-02-20 11:00:00,2023-02-20 20:30:00
696,0.0,71.8699951171875,1.7198143591504917,3.018931958497909,161265,2023-02-20 11:30:00,2023-02-20 21:00:00
697,0.0,71.8699951171875,1.7383947390013879,3.103919699318774,164167,2023-02-20 12:00:00,2023-02-20 21:30:00
698,0.0,71.8699951171875,1.727416695842046,3.1545330682535813,167682,2023-02-20 12:30:00,2023-02-20 22:00:00
699,0.0,71.8699951171875,1.6929061459605554,3.1599477956285877,171843,2023-02-20 13:00:00,2023-02-20 22:30:00
700,0.0,71.8699951171875,1.6613088119866257,3.1790036956601857,175447,2023-02-20 13:30:00,2023-02-20 23:00:00
701,0.0,78.80999755859375,2.581023166705765,7.07913874150824,156116,2023-02-21 00:00:00,2023-02-21 09:30:00
702,0.0,78.80999755859375,2.661527160276639,7.2466215860124725,153539,2023-02-21 00:30:00,2023-02-21 10:00:00
703,0.0,78.80999755859375,2.6763895254810763,7.363451947391878,153556,2023-02-21 01:00:00,2023-02-21 10:30:00
704,0.0,78.80999755859375,2.661436569827396,7.377645351083256,155195,2023-02-21 01:30:00,2023-02-21 11:00:00
705,0.0,78.80999755859375,2.683290585280655,7.423281482790085,154654,2023-02-21 02:00:00,2023-02-21 11:30:00
706,0.0,78.80999755859375,2.760647639079447,7.555729940116725,150678,2023-02-21 02:30:00,2023-02-21 12:00:00
707,0.0,78.80999755859375,2.8320785549700687,7.685137525596682,146675,2023-02-21 03:00:00,2023-02-21 12:30:00
708,0.0,78.80999755859375,2.895658318053871,7.804163331772188,143020,2023-02-21 03:30:00,2023-02-21 13:00:00
709,0.0,78.80999755859375,2.967985491711092,7.94465600749522,138683,2023-02-21 04:00:00,2023-02-21 13:30:00
710,0.0,78.80999755859375,2.9472633384528946,7.783421604361865,137146,2023-02-21 04:30:00,2023-02-21 14:00:00
711,0.0,73.64893341064453,2.918902482050092,7.612175829551697,135613,2023-02-21 05:00:00,2023-02-21 14:30:00
712,0.0,72.4688720703125,2.9346288329694583,7.535823852231942,132196,2023-02-21 05:30:00,2023-02-21 15:00:00
713,0.0,69.49579620361328,2.9406822604065037,7.441063443828794,128792,2023-02-21 06:00:00,2023-02-21 15:30:00
714,0.0,64.26434326171875,2.925106940514236,7.287267932048528,125023,2023-02-21 06:30:00,2023-02-21 16:00:00
715,0.0,64.06490325927734,2.9270297302187385,7.2446703033250675,120434,2023-02-21 07:00:00,2023-02-21 16:30:00
716,0.0,63.0099983215332,2.9248905999189336,7.183911927767369,115925,2023-02-21 07:30:00,2023-02-21 17:00:00
717,0.0,63.0099983215332,2.890513851409362,7.091054165042984,112196,2023-02-21 08:00:00,2023-02-21 17:30:00
718,0.0,63.0099983215332,2.8500742095689304,7.004485213808345,108760,2023-02-21 08:30:00,2023-02-21 18:00:00
719,0.0,63.0099983215332,2.798575835000947,6.908797966951253,105967,2023-02-21 09:00:00,2023-02-21 18:30:00
720,0.0,63.0099983215332,2.7367851949662767,6.765307201128419,103785,2023-02-21 09:30:00,2023-02-21 19:00:00
721,0.0,63.0099983215332,2.6451450589910928,6.576514941949089,103042,2023-02-21 10:00:00,2023-02-21 19:30:00
722,0.0,63.0099983215332,2.538963325674581,6.365120916941907,102794,2023-02-21 10:30:00,2023-02-21 20:00:00
723,0.0,63.0099983215332,2.4639124425264525,6.175336107345096,101989,2023-02-21 11:00:00,2023-02-21 20:30:00
724,0.0,63.0099983215332,2.395632830897342,5.9817163656391,101000,2023-02-21 11:30:00,2023-02-21 21:00:00
725,0.0,63.0099983215332,2.2584512766710927,5.729787847774506,102674,2023-02-21 12:00:00,2023-02-21 21:30:00
726,0.0,63.0099983215332,2.1266183624985344,5.4830579988959425,104232,2023-02-21 12:30:00,2023-02-21 22:00:00
727,0.0,63.0099983215332,2.00313342862878,5.255617671814286,105575,2023-02-21 13:00:00,2023-02-21 22:30:00
728,0.0,63.0099983215332,1.888332391670103,5.0372413623851715,106715,2023-02-21 13:30:00,2023-02-21 23:00:00
729,0.0,54.2599983215332,1.4714213366340907,3.0966256931415153,86228,2023-02-23 00:00:00,2023-02-23 09:30:00
730,0.0,54.2599983215332,1.463848906800835,3.054462754476215,90062,2023-02-23 00:30:00,2023-02-23 10:00:00
731,0.0,54.2599983215332,1.465605089145269,3.027885603857753,94316,2023-02-23 01:00:00,2023-02-23 10:30:00
732,0.0,54.2599983215332,1.4583017884710165,2.998932035470917,98456,2023-02-23 01:30:00,2023-02-23 11:00:00
733,0.0,54.2599983215332,1.4527380314569567,2.9796647592395953,102900,2023-02-23 02:00:00,2023-02-23 11:30:00
734,0.0,54.2599983215332,1.5674178427336045,3.1994222763425397,104905,2023-02-23 02:30:00,2023-02-23 12:00:00
735,0.0,54.2599983215332,1.6814917154683515,3.405725579782287,106210,2023-02-23 03:00:00,2023-02-23 12:30:00
736,0.0,54.2599983215332,1.7477263666976273,3.479329009717931,108439,2023-02-23 03:30:00,2023-02-23 13:00:00
737,0.0,54.2599983215332,1.7700414597871468,3.4903493254262865,111644,2023-02-23 04:00:00,2023-02-23 13:30:00
738,0.0,54.2599983215332,1.7677152767924829,3.4558729665761883,116604,2023-02-23 04:30:00,2023-02-23 14:00:00
739,0.0,54.2599983215332,1.7115648806936743,3.330000401642437,123928,2023-02-23 05:00:00,2023-02-23 14:30:00
740,0.0,54.2599983215332,1.6330941633421372,3.1602817481162337,131799,2023-02-23 05:30:00,2023-02-23 15:00:00
741,0.0,54.2599983215332,1.609409248047103,3.1123140434711254,138605,2023-02-23 06:00:00,2023-02-23 15:30:00
742,0.0,46.119998931884766,1.600969557714827,3.1011315298703637,145198,2023-02-23 06:30:00,2023-02-23 16:00:00
743,0.0,46.119998931884766,1.6609899358769133,3.196928461019337,149796,2023-02-23 07:00:00,2023-02-23 16:30:00
744,0.0,46.119998931884766,1.7125490346992014,3.276540128983975,154238,2023-02-23 07:30:00,2023-02-23 17:00:00
745,0.0,67.83000183105469,1.761313407550073,3.3454191303216025,157640,2023-02-23 08:00:00,2023-02-23 17:30:00
746,0.0,67.83000183105469,1.8116094936767118,3.413648115209666,161148,2023-02-23 08:30:00,2023-02-23 18:00:00
747,0.0,67.83000183105469,1.8689793069484912,3.4754257258650156,167556,2023-02-23 09:00:00,2023-02-23 18:30:00
748,0.0,67.83000183105469,1.9217780113794456,3.514520589616158,173215,2023-02-23 09:30:00,2023-02-23 19:00:00
749,0.0,67.83000183105469,1.9531021523680583,3.547192776866829,179087,2023-02-23 10:00:00,2023-02-23 19:30:00
750,0.0,67.83000183105469,2.0056508530773605,3.64299249822871,186105,2023-02-23 10:30:00,2023-02-23 20:00:00
751,0.0,67.83000183105469,2.035747932103034,3.6836569925533538,193044,2023-02-23 11:00:00,2023-02-23 20:30:00
752,0.0,67.83000183105469,2.0608484789531905,3.7078133003129556,199139,2023-02-23 11:30:00,2023-02-23 21:00:00
753,0.0,67.83000183105469,2.0749156668895545,3.7353648384282825,204824,2023-02-23 12:00:00,2023-02-23 21:30:00
754,0.0,67.83000183105469,2.0381660228643406,3.723936661417315,210562,2023-02-23 12:30:00,2023-02-23 22:00:00
755,0.0,67.83000183105469,1.979814833116915,3.6552922982194587,217041,2023-02-23 13:00:00,2023-02-23 22:30:00
756,0.0,67.83000183105469,1.9385535227644506,3.6224650110515815,220675,2023-02-23 13:30:00,2023-02-23 23:00:00
757,0.0,94.0,2.141908164855493,4.051592369538211,95983,2023-03-02 00:00:00,2023-03-02 09:30:00
758,0.0,94.0,2.0888824008541693,3.986129136596943,98791,2023-03-02 00:30:00,2023-03-02 10:00:00
759,0.0,94.0,2.0080162154139827,3.8877612572620417,102095,2023-03-02 01:00:00,2023-03-02 10:30:00
760,0.0,94.0,1.9440802151780459,3.841358259433591,105058,2023-03-02 01:30:00,2023-03-02 11:00:00
761,0.0,94.0,1.9970321579328074,3.993698264534733,104960,2023-03-02 02:00:00,2023-03-02 11:30:00
762,0.0,94.0,2.055430883848883,4.148125793488685,104428,2023-03-02 02:30:00,2023-03-02 12:00:00
763,0.0,94.0,2.1093503186661353,4.26794068327599,104149,2023-03-02 03:00:00,2023-03-02 12:30:00
764,0.0,94.0,2.2091453260599727,4.489987605493011,102046,2023-03-02 03:30:00,2023-03-02 13:00:00
765,0.0,94.0,2.3050375428325536,4.712770177765965,100286,2023-03-02 04:00:00,2023-03-02 13:30:00
766,0.0,94.0,2.3230893552088534,4.794017278814176,100600,2023-03-02 04:30:00,2023-03-02 14:00:00
767,0.0,94.0,2.2395969183694713,4.7021690249169055,102547,2023-03-02 05:00:00,2023-03-02 14:30:00
768,0.0,94.0,2.136044677387554,4.563491211073897,105103,2023-03-02 05:30:00,2023-03-02 15:00:00
769,0.0,94.0,2.096855561012843,4.5147685297720495,105702,2023-03-02 06:00:00,2023-03-02 15:30:00
770,0.0,94.0,2.0395413261802076,4.46090744226918,106484,2023-03-02 06:30:00,2023-03-02 16:00:00
771,0.0,94.0,1.9765873324747893,4.42629246620314,107283,2023-03-02 07:00:00,2023-03-02 16:30:00
772,0.0,94.0,2.0615839861819762,4.565832755110158,106738,2023-03-02 07:30:00,2023-03-02 17:00:00
773,0.0,94.0,2.116397251779194,4.645923675809526,107492,2023-03-02 08:00:00,2023-03-02 17:30:00
774,0.0,63.78999710083008,2.123245031290701,4.6257866135121635,108813,2023-03-02 08:30:00,2023-03-02 18:00:00
775,0.0,63.78999710083008,2.1137677584504706,4.576885970813887,110733,2023-03-02 09:00:00,2023-03-02 18:30:00
776,0.0,63.78999710083008,2.0980307378732697,4.52688643413446,113300,2023-03-02 09:30:00,2023-03-02 19:00:00
777,0.0,63.78999710083008,2.0607202769267823,4.45390885400007,115922,2023-03-02 10:00:00,2023-03-02 19:30:00
778,0.0,63.78999710083008,2.019411844985798,4.389283018615938,118953,2023-03-02 10:30:00,2023-03-02 20:00:00
779,0.0,63.78999710083008,1.9673155372341289,4.322264004198816,122521,2023-03-02 11:00:00,2023-03-02 20:30:00
780,0.0,63.78999710083008,1.910621164068405,4.231545904755972,126046,2023-03-02 11:30:00,2023-03-02 21:00:00
781,0.0,63.78999710083008,1.769601199608392,3.994366529422719,132075,2023-03-02 12:00:00,2023-03-02 21:30:00
782,0.0,63.78999710083008,1.6377104589127374,3.755497988971959,137915,2023-03-02 12:30:00,2023-03-02 22:00:00
783,0.0,63.78999710083008,1.5269930047358693,3.5590368368564205,143110,2023-03-02 13:00:00,2023-03-02 22:30:00
784,0.0,63.78999710083008,1.4059212612560823,3.291341151928405,148753,2023-03-02 13:30:00,2023-03-02 23:00:00
785,0.0,49.46999740600586,0.5103673082345849,1.1589019619745264,78990,2023-03-03 00:00:00,2023-03-03 09:30:00
786,0.0,49.46999740600586,0.4871911404276059,1.126004123301238,80601,2023-03-03 00:30:00,2023-03-03 10:00:00
787,0.0,49.46999740600586,0.4653428982711821,1.091995553555232,82249,2023-03-03 01:00:00,2023-03-03 10:30:00
788,0.0,49.46999740600586,0.447955243142619,1.0658199768041876,82570,2023-03-03 01:30:00,2023-03-03 11:00:00
789,0.0,49.46999740600586,0.43241452237107864,1.0383569026958528,83440,2023-03-03 02:00:00,2023-03-03 11:30:00
790,0.0,49.46999740600586,0.4220971080964089,1.0286459473025162,83786,2023-03-03 02:30:00,2023-03-03 12:00:00
791,0.0,49.46999740600586,0.4215056918993999,1.0344951343407478,82422,2023-03-03 03:00:00,2023-03-03 12:30:00
792,0.0,49.46999740600586,0.43363881366121515,1.0611938666516287,79389,2023-03-03 03:30:00,2023-03-03 13:00:00
793,0.0,49.46999740600586,0.4420306463335391,1.0507944364955342,77208,2023-03-03 04:00:00,2023-03-03 13:30:00
794,0.0,49.46999740600586,0.4436159096831858,1.0417269311536788,76988,2023-03-03 04:30:00,2023-03-03 14:00:00
795,0.0,49.46999740600586,0.42256627176425576,0.9892330454816594,79195,2023-03-03 05:00:00,2023-03-03 14:30:00
796,0.0,25.171762466430664,0.4066282545081641,0.9444657858607578,81278,2023-03-03 05:30:00,2023-03-03 15:00:00
797,0.0,31.866008758544922,0.39712500276475216,0.9456124475976456,82390,2023-03-03 06:00:00,2023-03-03 15:30:00
798,0.0,32.63924026489258,0.4013415804491828,0.9714304723039408,83325,2023-03-03 06:30:00,2023-03-03 16:00:00
799,0.0,32.63924026489258,0.4219535741483246,1.0086121753289494,83372,2023-03-03 07:00:00,2023-03-03 16:30:00
800,0.0,32.63924026489258,0.45974330211882053,1.0819780697181987,83960,2023-03-03 07:30:00,2023-03-03 17:00:00
801,0.0,32.63924026489258,0.5200127459319339,1.1887358719452177,84638,2023-03-03 08:00:00,2023-03-03 17:30:00
